Rk,Player,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Total_Minutes,Season,Age,Nation,Team,Comp,MP,Position,Player_ID
179,Brahim Díaz,541,2501,1223,39,16,12,44,27,669,110,1385,2024-2025,24,ma MAR,Real Madrid,es La Liga,31,FWMF,407feb71
180,Jamie Leweling,540,4272,1883,55,40,17,42,38,598,164,1663,2024-2025,23,de GER,Stuttgart,de Bundesliga,27,MFFW,13fe7b69
181,Marvin Ducksch,538,1826,816,26,20,12,31,11,673,166,2418,2024-2025,30,de GER,Werder Bremen,de Bundesliga,32,FW,638a4d71
182,Adama Traoré,538,4631,2486,100,45,33,37,25,607,161,1772,2024-2025,28,es ESP,Fulham,eng Premier League,36,FWMF,9a28eba4
183,Jofre,535,4112,2141,65,51,27,64,40,576,156,2165,2024-2025,23,es ESP,Espanyol,es La Liga,37,MFFW,030ef8d6
184,Osame Sahraoui,535,3452,1750,69,39,23,39,23,631,159,1293,2024-2025,23,ma MAR,Lille,fr Ligue 1,30,FWMF,6f9fa232
185,Denzel Dumfries,534,2737,1311,55,27,15,27,14,665,173,1955,2024-2025,28,nl NED,Inter,it Serie A,29,DFFW,481c9ece
186,Yaser Asprilla,534,3762,1860,72,37,29,45,17,607,140,1405,2024-2025,20,co COL,Girona,es La Liga,27,FWMF,d139daf9
187,Yassine Kechta,533,3304,1695,44,33,4,35,24,627,85,2096,2024-2025,22,ma MAR,Le Havre,fr Ligue 1,31,MFFW,abefc3af
188,Jean-Ricner Bellegarde,528,3269,1573,52,38,11,42,29,592,89,1677,2024-2025,26,fr FRA,Wolves,eng Premier League,35,MFFW,10f0fdd3
189,Serhou Guirassy,528,2195,904,25,22,12,76,30,747,128,2598,2024-2025,28,gn GUI,Dortmund,de Bundesliga,30,FW,923f4dda
190,Ange-Yoan Bonny,527,2690,1112,41,35,17,86,70,647,163,2529,2024-2025,20,fr FRA,Parma,it Serie A,37,FW,64629ba4
191,Jack Harrison,524,3153,1639,73,36,17,52,41,612,127,2076,2024-2025,27,eng ENG,Everton,eng Premier League,34,FW,aa849a12
192,Dani Raba,523,2894,1474,42,42,10,53,40,572,101,1879,2024-2025,28,es ESP,Leganés,es La Liga,29,FWMF,ea6a7ab4
193,Loïs Openda,521,2988,1477,58,26,37,82,27,718,229,2453,2024-2025,24,be BEL,RB Leipzig,de Bundesliga,33,FWMF,8652a85c
194,Arnaud Kalimuendo,521,2746,1273,50,30,27,59,59,684,167,2578,2024-2025,22,fr FRA,Rennes,fr Ligue 1,33,FWMF,bf4c41f9
195,Nicolas Pépé,518,3665,1976,76,40,30,52,20,622,159,1500,2024-2025,29,ci CIV,Villarreal,es La Liga,28,FWMF,57e3f0c7
196,Jonathan David,518,2432,1154,40,25,20,68,40,717,184,2554,2024-2025,24,ca CAN,Lille,fr Ligue 1,32,FW,ce50fd99
197,Arthur Atta,515,3228,1219,31,31,10,34,22,593,77,1251,2024-2025,21,fr FRA,Udinese,it Serie A,27,MFFW,d3ddf88b
198,Amine Gouiri,514,2419,1143,39,19,22,42,36,682,160,2085,2024-2025,24,dz ALG,2 Teams,fr Ligue 1,33,FWMF,aad56ca3
199,Harry Kane,513,2260,954,29,19,21,41,22,716,143,2381,2024-2025,31,eng ENG,Bayern Munich,de Bundesliga,31,FW,21a66f6a
200,Dani Rodríguez,512,2728,1116,37,38,5,50,46,611,108,2162,2024-2025,36,es ESP,Mallorca,es La Liga,37,MFFW,70f8e0bd
201,Roberto Piccoli,511,2406,774,30,27,14,114,46,666,165,3127,2024-2025,23,it ITA,Cagliari,it Serie A,37,FW,1cadaf34
202,Marius Bülter,511,2924,1435,57,24,23,39,21,576,155,1729,2024-2025,31,de GER,Hoffenheim,de Bundesliga,25,FWDF,ab5b7dc1
203,Che Adams,509,2066,702,23,18,9,63,34,630,153,2652,2024-2025,28,sct SCO,Torino,it Serie A,36,FW,f2bf1b0f
204,Dani Olmo,505,2477,1363,33,35,7,35,26,662,97,1212,2024-2025,26,es ESP,Barcelona,es La Liga,25,MFFW,ae44e8e2
205,Aleksandr Golovin,504,2977,1536,39,36,9,27,18,563,72,1153,2024-2025,28,ru RUS,Monaco,fr Ligue 1,19,MFFW,3708e9fa
206,Patrick Wimmer,504,3056,1525,46,44,13,43,27,532,75,1770,2024-2025,23,at AUT,Wolfsburg,de Bundesliga,29,MFFW,cb11b429
207,Tiago Tomás,503,2477,987,31,19,14,55,35,556,125,1884,2024-2025,22,pt POR,Wolfsburg,de Bundesliga,32,FWMF,b492126a
208,Dany Mota,501,3114,1295,53,29,12,63,29,605,139,2104,2024-2025,26,pt POR,Monza,it Serie A,31,FWMF,efc9e31f
209,Jacob Ramsey,496,3441,1766,61,31,21,42,23,577,114,1623,2024-2025,23,eng ENG,Aston Villa,eng Premier League,29,FWMF,1544f145
210,Paul Wanner,496,2613,1109,28,29,6,45,37,575,65,1771,2024-2025,18,de GER,Heidenheim,de Bundesliga,29,MFFW,cb64672e
211,Issa Soumaré,495,3210,1559,61,40,13,62,32,596,144,1902,2024-2025,23,sn SEN,Le Havre,fr Ligue 1,29,FWMF,1d8aa290
212,Oladapo Afolayan,495,3452,1392,53,43,28,63,45,555,108,1639,2024-2025,26,eng ENG,St. Pauli,de Bundesliga,32,FWMF,5054c359
213,Angelo Fulgini,494,2511,1283,29,26,8,28,24,613,113,1045,2024-2025,27,fr FRA,Lens,fr Ligue 1,23,MFFW,4b96c347
214,Dango Ouattara,492,3577,1777,79,35,38,63,32,577,191,2005,2024-2025,22,bf BFA,Bournemouth,eng Premier League,32,FW,2f9e4435
215,Andrea Pinamonti,491,1829,557,20,12,11,67,34,710,132,2850,2024-2025,25,it ITA,Genoa,it Serie A,36,FW,08aa9cd1
216,Fermin López,490,2516,1137,31,22,12,36,16,649,108,1252,2024-2025,21,es ESP,Barcelona,es La Liga,28,MFFW,c1fe5f0b
217,Philipp Hofmann,486,1632,456,8,15,2,55,32,731,112,2277,2024-2025,31,de GER,Bochum,de Bundesliga,32,FW,877bc844
218,Jordan Ayew,485,3399,1552,49,37,11,63,41,549,87,1659,2024-2025,32,gh GHA,2 Teams,eng Premier League,31,FWMF,da052c14
219,Daniel Maldini,483,3319,1588,53,39,20,44,36,539,96,1564,2024-2025,22,it ITA,2 Teams,it Serie A,30,MFFW,801831fe
220,Yankuba Minteh,481,3573,2105,90,24,67,53,28,511,201,1838,2024-2025,20,gm GAM,Brighton,eng Premier League,32,FWMF,c3cf087d
221,Facundo Buonanotte,479,2997,1347,39,26,9,58,39,528,74,1523,2024-2025,19,ar ARG,Leicester City,eng Premier League,31,FWMF,468a7a91
222,Robert Lewandowski,472,1785,589,27,11,16,75,45,667,164,2667,2024-2025,35,pl POL,Barcelona,es La Liga,34,FW,8d78e732
223,Farid El Melali,472,3930,1752,62,39,31,64,40,517,113,1893,2024-2025,27,dz ALG,Angers,fr Ligue 1,32,FW,d21e361a
224,Nicolás Domínguez,471,1863,924,16,14,2,23,12,676,33,1963,2024-2025,26,ar ARG,Nott'ham Forest,eng Premier League,34,MFFW,20b3a502
225,Jon Guridi,471,2479,1129,27,31,4,38,17,587,90,2080,2024-2025,29,es ESP,Alavés,es La Liga,33,MFFW,4c0a6a48
226,Ander Barrenetxea,470,2996,1239,43,26,19,47,26,522,152,1263,2024-2025,22,es ESP,Real Sociedad,es La Liga,30,MFFW,200e89e1
227,Nick Woltemade,470,2268,971,31,28,22,84,50,623,141,1622,2024-2025,22,de GER,Stuttgart,de Bundesliga,28,FWMF,7ca196eb
228,Sandro Ramírez,469,2578,1134,52,21,24,49,28,575,121,2034,2024-2025,29,es ESP,Las Palmas,es La Liga,31,FWMF,833fb62e
229,Deniz Undav,469,2107,964,31,18,12,51,28,624,141,1726,2024-2025,28,de GER,Stuttgart,de Bundesliga,27,FWMF,dd549382
230,Lucas Beltrán,468,2320,853,23,18,7,41,41,592,94,1953,2024-2025,23,ar ARG,Fiorentina,it Serie A,33,FWMF,482d2bc3
231,Serge Gnabry,468,2491,1226,44,22,25,25,7,581,149,1242,2024-2025,29,de GER,Bayern Munich,de Bundesliga,27,FWMF,88e357ef
232,Marvin Pieringer,467,1979,796,23,22,5,69,24,607,115,2206,2024-2025,24,de GER,Heidenheim,de Bundesliga,31,FWMF,11407d95
233,Iván Sánchez,467,3520,2016,60,34,11,24,21,520,93,1404,2024-2025,31,es ESP,Valladolid,es La Liga,32,MFFW,70107d4d
234,Kamory Doumbia,467,2254,1007,17,20,3,42,24,567,54,1322,2024-2025,21,ml MLI,Brest,fr Ligue 1,30,MFFW,9226aa22
235,Adri Embarba,467,2748,1257,47,33,12,61,24,527,114,1607,2024-2025,32,es ESP,Rayo Vallecano,es La Liga,35,FWMF,db8f0eba
236,Félix Lemaréchal,466,2489,1217,35,22,8,53,22,627,90,1779,2024-2025,20,fr FRA,Strasbourg,fr Ligue 1,27,MFFW,8ca9415f
237,Josué Casimir,465,3306,1680,71,33,28,47,30,526,151,1997,2024-2025,22,fr FRA,Le Havre,fr Ligue 1,27,FWMF,481f76cf
238,Tomáš Suslov,462,3196,1314,39,28,10,54,34,466,77,2080,2024-2025,22,sk SVK,Hellas Verona,it Serie A,31,MFFW,83fe71b8
239,Fabio Miretti,461,2721,1209,33,22,14,63,36,549,100,1677,2024-2025,20,it ITA,Genoa,it Serie A,25,MFFW,34693494
240,Mohamed Ali Cho,460,3302,1943,81,39,30,68,26,545,133,1621,2024-2025,20,fr FRA,Nice,fr Ligue 1,27,FWMF,f8405304
241,Nicolás González,458,2797,1271,35,40,10,38,15,611,123,1750,2024-2025,26,ar ARG,Juventus,it Serie A,26,FWMF,2374aaca
242,Moise Kean,454,2460,1078,42,28,32,97,53,541,143,2704,2024-2025,24,it ITA,Fiorentina,it Serie A,32,FW,3d50bcdb
243,Jens Odgaard,454,2628,1024,35,26,12,56,33,548,99,1952,2024-2025,25,dk DEN,Bologna,it Serie A,29,MFFW,75374ee7
244,Marcus Thuram,453,3025,1468,62,33,36,55,29,612,170,2290,2024-2025,26,fr FRA,Inter,it Serie A,32,FW,6f8cd6d0
245,Boulaye Dia,452,2314,820,23,14,9,33,34,618,114,2177,2024-2025,27,sn SEN,Lazio,it Serie A,35,MFFW,244bc2c8
246,Jonas Wind,450,1534,496,17,10,12,55,28,637,94,1966,2024-2025,25,dk DEN,Wolfsburg,de Bundesliga,31,FWMF,2077ae86
247,Shuto Machino,449,1976,945,30,17,13,44,20,581,108,1953,2024-2025,24,jp JPN,Holstein Kiel,de Bundesliga,32,FWMF,964dde35
248,Danny Welbeck,448,2065,890,21,23,8,49,28,547,95,2115,2024-2025,33,eng ENG,Brighton,eng Premier League,30,FW,ce5143da
249,Jonathan Burkardt,447,1868,747,32,26,13,76,33,562,157,2109,2024-2025,24,de GER,Mainz 05,de Bundesliga,29,FW,05f99a4a
250,Patrick Cutrone,445,2251,1067,53,16,26,62,26,508,155,2047,2024-2025,26,it ITA,Como,it Serie A,33,FW,a4fe8cda
251,Liam Delap,445,3283,1586,61,46,30,104,60,537,110,2593,2024-2025,21,eng ENG,Ipswich Town,eng Premier League,37,FW,dd897ee7
252,Benjamin Šeško,444,2670,1230,47,29,14,66,55,692,141,2380,2024-2025,21,si SVN,RB Leipzig,de Bundesliga,33,FWMF,3260690c
253,David Neres,443,3801,1903,73,37,30,38,23,513,143,1283,2024-2025,27,br BRA,Napoli,it Serie A,28,FW,4f1e6a0b
254,Dwight McNeil,443,2674,1162,38,34,5,26,33,510,80,1371,2024-2025,24,eng ENG,Everton,eng Premier League,21,MFFW,fc15fb84
255,Assane Diao,439,3129,1494,59,36,30,65,40,477,143,1529,2024-2025,18,sn SEN,2 Teams,2 Comps,25,FWMF,8ae7d0ec
256,Mitchel Bakker,439,2124,1132,43,20,7,18,11,547,120,1139,2024-2025,24,nl NED,Lille,fr Ligue 1,24,FWDF,a8567629
257,Lorenzo Colombo,438,2185,856,27,28,10,88,52,547,116,2233,2024-2025,22,it ITA,Empoli,it Serie A,37,FWMF,04df29a5
258,Romain Del Castillo,438,2190,951,29,26,7,36,17,565,106,1259,2024-2025,28,fr FRA,Brest,fr Ligue 1,26,FW,0be95d34
259,Jim Allevinah,435,3164,1395,57,34,8,38,32,483,99,1750,2024-2025,29,ga GAB,Angers,fr Ligue 1,28,FW,1956b948
260,Pedro,435,2960,1575,48,25,15,20,21,546,89,1102,2024-2025,37,es ESP,Lazio,it Serie A,30,FWMF,3ca7254a
261,Kevin Schade,434,3086,1357,61,28,38,60,36,543,165,2293,2024-2025,22,de GER,Brentford,eng Premier League,38,FW,52afb588
262,Musa Al-Taamari,430,3611,1808,76,39,34,69,27,489,115,1683,2024-2025,27,jo JOR,2 Teams,fr Ligue 1,26,FWMF,f15f8b2b
263,Adam Hložek,429,2621,1336,54,31,19,51,37,552,102,1871,2024-2025,22,cz CZE,Hoffenheim,de Bundesliga,27,FWMF,5521f419
264,Ayoze Pérez,429,2599,1453,59,31,33,62,34,514,124,1970,2024-2025,31,es ESP,Villarreal,es La Liga,30,FW,819aa8e7
265,Santiago Castro,428,1867,599,17,23,8,70,64,519,136,2294,2024-2025,19,ar ARG,Bologna,it Serie A,36,FW,ee5565ae
266,Roberto Navarro,425,2777,1409,45,46,10,47,34,441,85,1278,2024-2025,22,es ESP,Mallorca,es La Liga,23,MFFW,c997b942
267,Valentín Castellanos,423,1889,848,27,22,15,55,29,618,149,2384,2024-2025,25,ar ARG,Lazio,it Serie A,29,FW,da76bab4
268,Alejandro Jiménez,423,3072,1649,55,26,17,27,13,437,72,1266,2024-2025,19,es ESP,Milan,it Serie A,22,DFFW,faa13947
269,Marcus Rashford,420,2586,1199,42,29,27,22,7,490,121,1422,2024-2025,26,eng ENG,2 Teams,eng Premier League,25,FWMF,a1d5bd30
270,Arnaut Danjuma,419,3801,2108,95,45,40,36,11,477,202,1535,2024-2025,27,nl NED,2 Teams,es La Liga,28,FW,f08490a6
271,Carles Aleñá,418,1855,840,21,27,3,26,20,507,53,1542,2024-2025,26,es ESP,2 Teams,es La Liga,24,MFFW,6c811eb7
272,Christopher Operi,418,1898,935,28,21,3,14,11,501,65,1169,2024-2025,27,ci CIV,Le Havre,fr Ligue 1,13,DFFW,914bb955
273,Alexandre Lacazette,418,1475,575,24,11,10,51,20,572,159,2051,2024-2025,33,fr FRA,Lyon,fr Ligue 1,30,FW,9dbb75ca
274,Kai Havertz,418,2012,954,35,23,18,44,23,584,113,1875,2024-2025,25,de GER,Arsenal,eng Premier League,23,FWMF,fed7cb61
275,Karim Adeyemi,417,3230,1543,68,36,41,43,31,465,153,1433,2024-2025,22,de GER,Dortmund,de Bundesliga,25,FWMF,501055d8
276,Nicolas Jackson,417,2510,1316,47,25,32,71,41,514,129,2220,2024-2025,23,sn SEN,Chelsea,eng Premier League,30,FW,9c36ed83
277,Ludovic Ajorque,410,1319,449,10,11,4,60,11,658,124,2495,2024-2025,30,fr FRA,Brest,fr Ligue 1,31,FW,462475ed
278,Manuel Fuster,410,2011,1016,23,15,3,20,16,533,75,1003,2024-2025,26,es ESP,Las Palmas,es La Liga,28,FWMF,618f396a
279,Ollie Watkins,409,2243,1125,55,21,38,60,50,552,165,2598,2024-2025,28,eng ENG,Aston Villa,eng Premier League,38,FW,aed3a70f
280,Lilian Raolisoa,404,2393,1246,33,31,3,21,16,435,62,1318,2024-2025,24,fr FRA,Angers,fr Ligue 1,29,DFFW,79a793b7
281,Georges Mikautadze,402,2305,919,37,16,21,49,20,510,140,1449,2024-2025,23,ge GEO,Lyon,fr Ligue 1,34,FW,4788cb6b
282,Albert Guðmundsson,402,2519,1090,35,27,11,29,14,466,59,1273,2024-2025,27,is ISL,Fiorentina,it Serie A,24,FWMF,b79858d5
283,Jean-Philippe Mateta,401,2159,1041,45,21,11,72,45,540,122,2648,2024-2025,27,fr FRA,Crystal Palace,eng Premier League,37,FW,50e6dc35
284,Sofiane Diop,399,2069,944,26,19,4,20,18,508,70,1064,2024-2025,24,fr FRA,Nice,fr Ligue 1,28,MFFW,19053e31
285,Aitor Ruibal,398,1795,938,21,25,7,27,16,459,64,1313,2024-2025,28,es ESP,Betis,es La Liga,29,DFFW,a55d8df5
286,Breel Embolo,397,1708,715,22,15,12,64,53,499,140,1841,2024-2025,27,ch SUI,Monaco,fr Ligue 1,29,FWMF,0b4f388a
287,Irvin Cardona,397,2393,1153,44,35,16,60,16,562,178,1669,2024-2025,26,fr FRA,2 Teams,2 Comps,31,FWMF,5e080f73
288,Borja Iglesias,396,1588,536,22,13,13,62,32,514,108,1952,2024-2025,31,es ESP,Celta Vigo,es La Liga,37,FW,75645f0e
289,Benjamín Domínguez,396,2428,1263,50,26,23,45,33,420,123,1281,2024-2025,20,ar ARG,Bologna,it Serie A,24,FW,a83b47fa
290,Andrea Colpani,395,2413,1094,37,35,13,26,22,449,129,1450,2024-2025,25,it ITA,Fiorentina,it Serie A,25,FWMF,6499048c
291,Lucas Höler,395,1593,673,21,12,7,52,24,571,122,1867,2024-2025,30,de GER,Freiburg,de Bundesliga,31,FWMF,ca618d23
292,Mikel Oyarzabal,393,1837,772,31,18,16,63,30,532,133,2250,2024-2025,27,es ESP,Real Sociedad,es La Liga,35,FW,8c3c640c
293,Ernest Nuamah,388,2425,1388,44,26,18,31,22,431,131,1052,2024-2025,20,gh GHA,Lyon,fr Ligue 1,23,FWMF,234a703c
294,Mikel Merino,388,1518,747,11,13,4,24,27,504,94,1586,2024-2025,28,es ESP,Arsenal,eng Premier League,28,MFFW,d080ed5e
295,Thomas Müller,386,1527,828,24,19,7,24,20,619,143,1225,2024-2025,34,de GER,Bayern Munich,de Bundesliga,30,MFFW,3c6089ab
296,Jeong Woo-yeong,386,2038,1003,32,24,6,23,16,423,93,1263,2024-2025,24,kr KOR,Union Berlin,de Bundesliga,23,MFFW,6190474d
297,Dominic Solanke,385,2126,848,31,23,14,69,51,459,88,2201,2024-2025,26,eng ENG,Tottenham,eng Premier League,27,FW,e77dc3b2
298,Morgan Guilavogui,384,2098,1035,42,28,22,50,24,565,135,1807,2024-2025,26,gn GUI,St. Pauli,de Bundesliga,25,FWMF,79b51257
299,Johannes Eggestein,384,1704,615,25,17,8,53,30,543,138,1853,2024-2025,26,de GER,St. Pauli,de Bundesliga,27,FW,d571df78
300,Isaac Romero,382,1633,576,21,10,14,79,61,520,95,2156,2024-2025,24,es ESP,Sevilla,es La Liga,31,FW,be719093
301,Óscar Rodríguez Arnaiz,381,2191,968,24,24,8,34,14,491,66,1330,2024-2025,26,es ESP,Leganés,es La Liga,29,MFFW,19709006
302,Romelu Lukaku,380,1608,677,31,13,23,55,53,589,219,2843,2024-2025,31,be BEL,Napoli,it Serie A,36,FW,5eae500a
303,Ante Budimir,380,1566,541,23,15,8,83,44,540,134,2952,2024-2025,33,hr CRO,Osasuna,es La Liga,38,FW,8f3565b3
304,Kamaldeen Sulemana,380,3283,1620,63,37,28,50,25,410,87,1402,2024-2025,22,gh GHA,Southampton,eng Premier League,26,FWMF,a62f8bf1
305,Chris Wood,376,1279,506,14,11,5,75,28,563,94,2959,2024-2025,32,nz NZL,Nott'ham Forest,eng Premier League,36,FW,4e9a0555
306,Zakaria Aboukhlal,375,1923,880,34,24,19,64,26,450,164,1901,2024-2025,24,ma MAR,Toulouse,fr Ligue 1,26,MFFW,c2a6033c
307,Alfon,374,2856,1693,89,39,47,29,20,428,170,1371,2024-2025,25,es ESP,Celta Vigo,es La Liga,26,FWMF,1c772b46
308,Mathys Tel,374,2323,1009,34,31,14,32,21,414,106,1167,2024-2025,19,fr FRA,2 Teams,2 Comps,21,FW,829aa60c
309,John Yeboah,374,2548,1280,50,27,25,46,30,409,88,1226,2024-2025,24,ec ECU,Venezia,it Serie A,33,FWMF,8dfdc6c3
310,Franck Honorat,373,2613,1549,63,35,26,22,12,456,124,1439,2024-2025,27,fr FRA,Gladbach,de Bundesliga,19,FW,db7849ca
311,Sorba Thomas,372,2173,1059,41,29,7,26,25,427,93,1321,2024-2025,24,wls WAL,Nantes,fr Ligue 1,25,FWMF,8725a42e
312,Adrià Altimira,370,1917,1049,23,23,4,28,7,432,69,1630,2024-2025,23,es ESP,Leganés,es La Liga,22,DFFW,757a3431
313,Léo Scienza,368,3423,2126,70,40,17,41,13,369,90,1153,2024-2025,25,br BRA,Heidenheim,de Bundesliga,25,FWMF,79064bc9
314,Carlos Soler,367,1806,783,17,17,4,14,14,539,37,1409,2024-2025,27,es ESP,West Ham,eng Premier League,31,MFFW,fed17f5a
315,Simon Adingra,366,2514,1300,50,21,27,39,12,388,136,1097,2024-2025,22,ci CIV,Brighton,eng Premier League,29,FWMF,4dcec659
316,Alessandro Zanoli,364,3333,1829,65,48,24,32,9,442,90,1711,2024-2025,23,it ITA,Genoa,it Serie A,31,FWDF,3b12b11f
317,Badredine Bouanani,362,2436,1372,47,33,15,24,18,425,93,1099,2024-2025,19,dz ALG,Nice,fr Ligue 1,26,MFFW,0400dd2f
318,Gaëtan Laborde,362,1576,843,30,16,13,48,18,494,131,1829,2024-2025,30,fr FRA,Nice,fr Ligue 1,28,FW,7cdda3bf
319,Georginio Rutter,361,2467,1405,42,36,16,45,37,411,79,1656,2024-2025,22,fr FRA,Brighton,eng Premier League,28,MFFW,c64c01fc
320,Jesus Rodríguez,361,2868,1506,53,36,39,38,20,381,99,1111,2024-2025,18,es ESP,Betis,es La Liga,21,FW,f9f74e43
321,Anuar,359,2145,834,24,15,6,25,14,430,68,1720,2024-2025,29,ma MAR,Valladolid,es La Liga,26,MFFW,c93231dc
322,Artem Dovbyk,355,1332,447,24,10,14,79,33,504,175,2418,2024-2025,27,ua UKR,Roma,it Serie A,32,FW,5b847bb0
323,Noah Weißhaupt,355,2381,1220,50,34,21,40,11,407,104,1240,2024-2025,22,de GER,2 Teams,de Bundesliga,22,FWMF,dd676a97
324,Santiago Pierotti,353,2266,1103,43,25,21,60,33,406,85,1937,2024-2025,23,ar ARG,Lecce,it Serie A,36,FW,ec315772
325,Ridle Baku,352,1626,643,16,9,8,15,10,391,78,1170,2024-2025,26,de GER,Wolfsburg,de Bundesliga,15,FWMF,442b56fa
326,Williot Swedberg,351,2103,1032,34,21,18,50,16,412,116,1348,2024-2025,20,se SWE,Celta Vigo,es La Liga,32,FWMF,184fe4b2
327,Lorenzo Lucca,350,1530,483,15,18,9,73,29,478,98,2353,2024-2025,23,it ITA,Udinese,it Serie A,33,FW,83c06f3a
328,Leon Bailey,348,2582,1371,58,23,34,35,25,390,121,1139,2024-2025,26,jm JAM,Aston Villa,eng Premier League,24,FWMF,3a233281
329,Phillip Tietz,347,1102,318,8,12,4,46,17,502,113,1686,2024-2025,27,de GER,Augsburg,de Bundesliga,34,FW,3397e7b5
330,Thierno Barry,347,2237,1041,44,35,25,86,27,485,124,2323,2024-2025,21,fr FRA,Villarreal,es La Liga,35,FW,52c3244b
331,Samuel Essende,347,1652,699,33,19,20,86,37,433,118,1636,2024-2025,26,cd COD,Augsburg,de Bundesliga,30,FW,821550ce
332,Zito Luvumbo,347,2694,1426,70,21,35,67,29,367,125,1606,2024-2025,22,ao ANG,Cagliari,it Serie A,26,FWMF,b09e0873
333,Amin Sarr,345,1701,712,31,13,11,57,26,495,103,1907,2024-2025,23,se SWE,Hellas Verona,it Serie A,32,FW,d5326924
334,Jørgen Strand Larsen,345,1194,464,17,14,9,90,34,534,112,2587,2024-2025,24,no NOR,Wolves,eng Premier League,35,FW,f553b2b3
335,Harry Wilson,342,1879,864,22,18,11,19,6,390,96,1162,2024-2025,27,wls WAL,Fulham,eng Premier League,25,FWMF,c6dc9ecd
336,Emanuel Emegha,341,1850,860,37,20,32,59,30,423,104,2293,2024-2025,21,nl NED,Strasbourg,fr Ligue 1,27,FW,a0c590b9
337,Khalil Fayad,340,2150,923,25,15,7,18,13,426,42,1028,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,20,MFFW,faf00ab8
338,Mathias Honsak,338,2014,987,37,28,9,38,12,376,58,1181,2024-2025,27,at AUT,Heidenheim,de Bundesliga,22,FWDF,3dbdbb6a
339,Maximilian Beier,338,1481,748,24,12,9,39,26,423,124,1591,2024-2025,21,de GER,Dortmund,de Bundesliga,29,FWMF,5db45ee5
340,Pablo Durán,338,1578,643,24,14,13,42,20,401,124,1394,2024-2025,23,es ESP,Celta Vigo,es La Liga,27,FWMF,6db116ec
341,Jeremie Boga,338,3010,1837,64,37,24,18,17,408,75,1054,2024-2025,27,ci CIV,Nice,fr Ligue 1,21,MFFW,fe012aca
342,Gerrit Holtmann,336,2370,1163,50,29,9,33,10,353,97,1136,2024-2025,29,ph PHI,Bochum,de Bundesliga,23,DFFW,2979c05a
343,Vedat Muriqi,334,1463,476,23,12,10,55,26,550,103,2058,2024-2025,30,xk KVX,Mallorca,es La Liga,29,FW,0cadc46d
344,Evanilson,333,1822,861,29,18,15,38,24,400,99,2319,2024-2025,24,br BRA,Bournemouth,eng Premier League,31,FW,6f3cc2fe
345,Valentin Mihaila,332,1995,835,25,26,11,29,20,389,72,1288,2024-2025,24,ro ROU,Parma,it Serie A,21,FWMF,81a4c239
346,Fábio Silva,330,1969,810,30,11,21,58,30,491,119,1866,2024-2025,22,pt POR,Las Palmas,es La Liga,24,FW,e7aa9d7c
347,Tanguy Coulibaly,328,2483,1195,48,26,20,51,31,370,97,1485,2024-2025,23,fr FRA,Montpellier,fr Ligue 1,25,FWMF,05ba9d7c
348,Joshua Zirkzee,327,1483,523,14,21,4,41,30,418,69,1402,2024-2025,23,nl NED,Manchester Utd,eng Premier League,32,FWMF,028e70b9
349,Nicolas Viola,326,1527,700,21,17,7,30,21,389,70,1267,2024-2025,34,it ITA,Cagliari,it Serie A,27,FWMF,45392b06
350,Lucas Stassin,326,1346,558,26,13,13,57,20,455,149,1887,2024-2025,19,be BEL,Saint-Étienne,fr Ligue 1,28,FW,a47d6f3a
351,Joe Willock,325,2217,1034,38,28,16,37,23,372,86,1086,2024-2025,24,eng ENG,Newcastle Utd,eng Premier League,32,MFFW,a3b03921
352,Arnaud Nordin,323,2372,1247,51,21,22,37,14,359,111,1166,2024-2025,26,fr FRA,Montpellier,fr Ligue 1,16,FW,7b9a9e25
353,Alexander Sørloth,323,1713,787,32,13,15,63,32,454,81,1566,2024-2025,28,no NOR,Atlético Madrid,es La Liga,35,FW,e92cd3f7
354,Antoine Hainaut,322,1735,841,22,14,3,22,9,349,37,1206,2024-2025,22,fr FRA,Parma,it Serie A,25,DFFW,6503f220
355,Moritz Broschinski,322,1887,814,37,21,13,69,33,385,130,1390,2024-2025,23,de GER,Bochum,de Bundesliga,33,FWMF,bbd79358
356,Ramón Terrats,320,1534,549,9,10,4,39,14,366,40,1350,2024-2025,23,es ESP,2 Teams,es La Liga,26,MFFW,f36016a5
357,Oumar Diakité,319,1848,728,24,20,4,64,38,397,93,1628,2024-2025,20,ci CIV,Reims,fr Ligue 1,26,FW,44435c8f
358,Julio Enciso,319,2215,1179,34,35,13,31,39,403,61,1163,2024-2025,20,py PAR,2 Teams,eng Premier League,25,MFFW,9cfbad36
359,Mathias Pereira Lage,317,1874,824,32,17,9,38,18,387,100,1571,2024-2025,27,pt POR,Brest,fr Ligue 1,29,FWMF,8846a40f
360,Marco Grüll,317,1617,623,24,19,9,43,39,361,93,1181,2024-2025,26,at AUT,Werder Bremen,de Bundesliga,30,FWMF,8babb812
361,Cyle Larin,316,1633,550,20,18,9,72,58,429,95,1764,2024-2025,29,ca CAN,Mallorca,es La Liga,32,FW,e7af9060
362,Matteo Cancellieri,314,2108,1025,40,20,16,34,24,348,79,1424,2024-2025,22,it ITA,Parma,it Serie A,27,FWMF,b6a1cdf9
