Rk,Player,Cmp_Total,Att_Total,Cmp%_Total,Key_Passes,Passes_into_Final_Third,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Progressive_Passes,Total_Distance,Progressive_Distance,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Total_Minutes,Season,Age,Nation,Team,Comp,MP,Position,Player_ID
121,Iliman Ndiaye,602,736,0.818,18,42,14,5,59,9038,1875,349,402,0.868,200,230,0.87,38,55,0.691,2444,2024-2025,24,sn SEN,Everton,eng Premier League,33,FW,5ed97752
122,Yassine Kechta,599,756,0.792,15,60,18,5,97,10281,3000,289,328,0.8809999999999999,239,284,0.8420000000000001,58,97,0.598,2117,2024-2025,22,ma MAR,Le Havre,fr Ligue 1,31,MFFW,abefc3af
123,Paulo Dybala,596,729,0.818,40,47,26,5,79,9980,2382,315,346,0.91,177,213,0.831,72,114,0.632,1428,2024-2025,30,ar ARG,Roma,it Serie A,24,FWMF,e0921a4f
124,Jarrod Bowen,584,815,0.7170000000000001,51,41,46,8,91,9476,2687,326,388,0.84,187,250,0.748,54,94,0.574,2980,2024-2025,27,eng ENG,West Ham,eng Premier League,34,FWMF,79c84d1c
125,Adrian Beck,581,725,0.8009999999999999,21,53,18,4,69,9901,2258,274,329,0.833,233,267,0.873,55,76,0.7240000000000001,1609,2024-2025,27,de GER,Heidenheim,de Bundesliga,32,MFFW,616c09f5
126,Derrick Köhn,581,733,0.7929999999999999,16,22,16,6,39,8631,2102,313,352,0.889,228,282,0.809,18,40,0.45,1356,2024-2025,25,de GER,Werder Bremen,de Bundesliga,27,DFFW,b735b590
127,Patrick Dorgu,580,748,0.775,19,42,21,8,54,9714,2661,280,324,0.8640000000000001,231,275,0.84,51,96,0.531,1841,2024-2025,19,dk DEN,Lecce,it Serie A,21,DFFW,e6536124
128,Gianluca Caprari,579,732,0.7909999999999999,30,39,21,2,81,9227,2016,296,318,0.931,207,257,0.805,49,94,0.521,1666,2024-2025,31,it ITA,Monza,it Serie A,34,MFFW,54e53b7e
129,Keito Nakamura,575,775,0.742,26,32,24,10,82,8999,1919,310,372,0.833,192,256,0.75,44,78,0.564,2663,2024-2025,24,jp JPN,Reims,fr Ligue 1,32,FWMF,d97af612
130,Brahim Díaz,573,660,0.868,23,56,19,0,74,7322,1909,393,432,0.91,141,163,0.865,14,21,0.667,1395,2024-2025,24,ma MAR,Real Madrid,es La Liga,31,FWMF,407feb71
131,Alassane Pléa,573,795,0.721,25,80,35,8,116,9118,3029,309,372,0.831,190,256,0.742,48,76,0.632,1920,2024-2025,31,fr FRA,Gladbach,de Bundesliga,30,MFFW,bc6bd723
132,Carlos Soler,570,669,0.852,18,43,13,0,56,8890,2414,308,326,0.945,212,246,0.862,32,59,0.542,1419,2024-2025,27,es ESP,West Ham,eng Premier League,31,MFFW,fed17f5a
133,Jonathan David,563,686,0.821,36,29,26,0,65,7502,1225,340,393,0.865,170,193,0.8809999999999999,17,23,0.7390000000000001,2562,2024-2025,24,ca CAN,Lille,fr Ligue 1,32,FW,ce50fd99
134,Kamory Doumbia,561,697,0.805,26,56,9,1,72,9267,2216,269,293,0.918,220,266,0.8270000000000001,48,92,0.522,1334,2024-2025,21,ml MLI,Brest,fr Ligue 1,30,MFFW,9226aa22
135,Amine Gouiri,561,705,0.7959999999999999,34,29,17,0,66,7722,1745,346,382,0.906,128,162,0.79,39,79,0.494,2097,2024-2025,24,dz ALG,2 Teams,fr Ligue 1,33,FWMF,aad56ca3
136,Marvin Ducksch,560,908,0.617,61,43,30,8,86,9835,3215,243,319,0.762,185,291,0.636,87,200,0.435,2437,2024-2025,30,de GER,Werder Bremen,de Bundesliga,32,FW,638a4d71
137,Omar Marmoush,552,748,0.738,49,40,51,5,87,8311,2623,323,386,0.8370000000000001,156,209,0.746,48,99,0.485,2640,2024-2025,25,eg EGY,2 Teams,2 Comps,33,FWMF,0e0102eb
138,Bukayo Saka,552,731,0.755,58,15,38,12,70,8408,2487,334,371,0.9,154,214,0.72,45,92,0.489,1741,2024-2025,22,eng ENG,Arsenal,eng Premier League,25,FWMF,bc7dc64d
139,Fermin López,552,675,0.818,29,65,20,6,79,8398,2128,313,350,0.894,174,210,0.8290000000000001,37,63,0.5870000000000001,1258,2024-2025,21,es ESP,Barcelona,es La Liga,28,MFFW,c1fe5f0b
140,Félix Lemaréchal,551,694,0.794,29,35,10,4,58,8118,1519,318,370,0.8590000000000001,184,217,0.848,31,56,0.5539999999999999,1789,2024-2025,20,fr FRA,Strasbourg,fr Ligue 1,27,MFFW,8ca9415f
141,Jon Guridi,547,737,0.742,17,55,11,3,79,8208,2011,295,383,0.77,195,243,0.802,32,49,0.653,2101,2024-2025,29,es ESP,Alavés,es La Liga,33,MFFW,4c0a6a48
142,Tete Morente,545,729,0.748,25,54,23,9,102,9087,2766,277,310,0.894,193,246,0.785,54,103,0.524,2034,2024-2025,27,es ESP,Lecce,it Serie A,31,FWMF,004d185e
143,Florian Thauvin,544,819,0.664,39,58,43,20,90,9660,3359,240,289,0.83,183,276,0.6629999999999999,84,169,0.497,1973,2024-2025,31,fr FRA,Udinese,it Serie A,25,FWMF,2b9fdeea
144,Alexis Claude-Maurice,543,655,0.8290000000000001,21,38,21,5,61,8213,1411,292,342,0.8540000000000001,205,229,0.895,31,44,0.705,2127,2024-2025,26,fr FRA,Augsburg,de Bundesliga,28,MFFW,741418c3
145,Álvaro García,543,841,0.6459999999999999,50,27,44,18,71,8345,2525,296,379,0.7809999999999999,183,273,0.67,37,103,0.359,2573,2024-2025,31,es ESP,Rayo Vallecano,es La Liga,36,FWMF,90bbd822
146,Abde Ezzalzouli,542,757,0.716,27,42,19,2,68,6695,1928,373,454,0.8220000000000001,131,191,0.6859999999999999,11,37,0.297,2004,2024-2025,22,ma MAR,Betis,es La Liga,32,FWMF,bed68338
147,Anthony Elanga,540,827,0.653,50,32,26,8,63,8021,2660,318,387,0.8220000000000001,150,232,0.647,46,131,0.351,2516,2024-2025,22,se SWE,Nott'ham Forest,eng Premier League,38,FWMF,2fba6108
148,Christopher Operi,533,747,0.7140000000000001,24,36,20,13,52,9424,3412,236,259,0.911,228,295,0.773,58,155,0.374,1169,2024-2025,27,ci CIV,Le Havre,fr Ligue 1,13,DFFW,914bb955
149,Mohamed Amoura,532,757,0.703,35,29,26,5,61,8149,1608,292,395,0.7390000000000001,163,204,0.799,45,64,0.703,2487,2024-2025,24,dz ALG,Wolfsburg,de Bundesliga,31,FW,6597f8b6
150,Noni Madueke,530,685,0.774,32,16,35,8,69,7705,1853,325,377,0.862,164,215,0.763,22,41,0.537,2052,2024-2025,22,eng ENG,Chelsea,eng Premier League,32,FW,bf34eebd
151,Lassine Sinayoko,528,688,0.767,37,28,17,3,62,7014,1529,325,389,0.835,151,184,0.821,15,27,0.556,2315,2024-2025,24,ml MLI,Auxerre,fr Ligue 1,34,FWMF,5e5249c8
152,Iñaki Williams,525,830,0.633,43,38,51,15,76,7922,2296,297,395,0.752,193,286,0.675,23,76,0.303,2660,2024-2025,30,gh GHA,Athletic Club,es La Liga,35,FW,6a99e0b1
153,Aleksandr Golovin,523,678,0.7709999999999999,24,77,31,3,112,8301,3070,281,337,0.8340000000000001,170,207,0.821,54,92,0.5870000000000001,1159,2024-2025,28,ru RUS,Monaco,fr Ligue 1,19,MFFW,3708e9fa
154,Yeremi Pino,523,708,0.7390000000000001,37,35,32,8,66,7895,2225,298,366,0.8140000000000001,181,229,0.79,29,45,0.644,1958,2024-2025,21,es ESP,Villarreal,es La Liga,34,MFFW,540ec57b
155,Javi Puado,521,678,0.768,22,36,15,4,75,7991,1449,271,323,0.8390000000000001,192,229,0.838,35,66,0.53,2989,2024-2025,26,es ESP,Espanyol,es La Liga,35,FWMF,2683eda7
156,Dani Olmo,520,641,0.8109999999999999,26,49,29,1,81,7634,2216,306,342,0.895,152,183,0.831,33,47,0.7020000000000001,1225,2024-2025,26,es ESP,Barcelona,es La Liga,25,MFFW,ae44e8e2
157,Takumi Minamino,520,736,0.7070000000000001,40,66,33,0,114,7341,2545,314,392,0.8009999999999999,164,224,0.732,20,48,0.417,2248,2024-2025,29,jp JPN,Monaco,fr Ligue 1,31,MFFW,f833a830
158,Dan Ndoye,519,704,0.737,27,39,26,2,74,8220,1854,287,337,0.852,181,235,0.77,35,70,0.5,2155,2024-2025,23,ch SUI,Bologna,it Serie A,30,FW,8e697a8f
159,Alexander Isak,519,689,0.753,41,35,31,1,88,7434,1644,306,364,0.841,163,207,0.787,26,42,0.619,2774,2024-2025,24,se SWE,Newcastle Utd,eng Premier League,34,FW,8e92be30
160,Paul Wanner,518,709,0.731,20,43,13,3,64,7975,2039,265,317,0.836,185,234,0.7909999999999999,40,92,0.435,1786,2024-2025,18,de GER,Heidenheim,de Bundesliga,29,MFFW,cb64672e
161,Raúl Moro,517,797,0.649,44,41,38,22,81,10214,3063,224,284,0.789,180,258,0.698,102,189,0.54,2350,2024-2025,21,es ESP,Valladolid,es La Liga,33,MFFW,919dd4b1
162,Osame Sahraoui,515,614,0.8390000000000001,29,47,41,3,89,7130,2046,315,352,0.895,159,181,0.878,20,27,0.741,1301,2024-2025,23,ma MAR,Lille,fr Ligue 1,30,FWMF,6f9fa232
163,Harry Kane,509,645,0.789,35,56,36,2,97,9141,2258,237,284,0.835,203,234,0.868,59,83,0.711,2394,2024-2025,31,eng ENG,Bayern Munich,de Bundesliga,31,FW,21a66f6a
164,Angelo Fulgini,509,652,0.7809999999999999,28,31,27,8,69,7393,1993,283,325,0.871,157,196,0.8009999999999999,34,70,0.486,1055,2024-2025,27,fr FRA,Lens,fr Ligue 1,23,MFFW,4b96c347
165,Arthur Atta,509,633,0.804,18,42,8,2,57,7890,1920,271,313,0.866,184,208,0.885,30,54,0.556,1259,2024-2025,21,fr FRA,Udinese,it Serie A,27,MFFW,d3ddf88b
166,Anass Zaroury,506,746,0.6779999999999999,35,39,34,13,65,8251,2733,266,327,0.813,178,247,0.721,44,108,0.407,1416,2024-2025,23,ma MAR,Lens,fr Ligue 1,28,FWMF,07d65234
167,Moses Simon,505,815,0.62,56,27,41,24,59,8898,2519,233,295,0.79,204,306,0.667,56,141,0.397,2627,2024-2025,29,ng NGA,Nantes,fr Ligue 1,32,FWMF,5f3eaaf5
168,Tyler Dibling,504,620,0.813,20,27,20,1,64,7544,1553,286,316,0.905,181,212,0.8540000000000001,22,48,0.4579999999999999,1884,2024-2025,18,eng ENG,Southampton,eng Premier League,33,FWMF,bdcc89ae
169,Gabriel Martinelli,499,699,0.7140000000000001,40,11,37,15,52,7113,1534,324,385,0.8420000000000001,135,193,0.6990000000000001,26,52,0.5,2305,2024-2025,23,br BRA,Arsenal,eng Premier League,33,FWMF,48a5a5d6
170,Nicolas Pépé,499,631,0.7909999999999999,33,25,27,3,60,6872,1622,300,329,0.912,145,185,0.784,29,51,0.569,1509,2024-2025,29,ci CIV,Villarreal,es La Liga,28,FWMF,57e3f0c7
171,Mitchel Bakker,499,641,0.778,23,42,27,11,57,8228,2642,252,290,0.8690000000000001,188,235,0.8,45,75,0.6,1147,2024-2025,24,nl NED,Lille,fr Ligue 1,24,FWDF,a8567629
172,Dani Rodríguez,498,715,0.6970000000000001,33,42,17,6,78,8276,2537,257,313,0.821,171,226,0.757,53,129,0.411,2186,2024-2025,36,es ESP,Mallorca,es La Liga,37,MFFW,70f8e0bd
173,Serge Gnabry,498,597,0.8340000000000001,24,21,21,2,48,7268,1449,316,354,0.893,149,180,0.828,21,30,0.7,1250,2024-2025,29,de GER,Bayern Munich,de Bundesliga,27,FWMF,88e357ef
174,Jacob Ramsey,497,586,0.848,21,31,21,1,68,6645,1578,334,366,0.913,133,159,0.836,15,20,0.75,1636,2024-2025,23,eng ENG,Aston Villa,eng Premier League,29,FWMF,1544f145
175,Nico Williams,497,705,0.705,40,23,29,8,69,7797,1800,283,338,0.8370000000000001,160,214,0.748,39,88,0.4429999999999999,2005,2024-2025,22,es ESP,Athletic Club,es La Liga,29,FW,afdc14d7
176,Aitor Ruibal,495,612,0.809,20,36,12,6,50,7589,3113,259,277,0.935,183,221,0.828,34,72,0.472,1320,2024-2025,28,es ESP,Betis,es La Liga,29,DFFW,a55d8df5
177,Boulaye Dia,494,591,0.836,26,37,7,0,51,7767,1110,245,289,0.848,188,206,0.913,35,42,0.833,2199,2024-2025,27,sn SEN,Lazio,it Serie A,35,MFFW,244bc2c8
178,Malick Fofana,494,638,0.774,25,20,32,13,45,6737,1373,323,367,0.88,135,175,0.7709999999999999,17,37,0.4589999999999999,1599,2024-2025,19,be BEL,Lyon,fr Ligue 1,29,FW,8236f673
179,Juan Cruz,488,716,0.682,24,34,32,14,66,7691,2934,266,323,0.8240000000000001,170,241,0.705,38,101,0.376,2272,2024-2025,24,es ESP,Leganés,es La Liga,34,FWMF,cc2dd8a5
180,Hugo Ekitike,486,644,0.755,44,24,31,4,53,6414,1191,312,377,0.828,118,155,0.7609999999999999,21,34,0.618,2585,2024-2025,22,fr FRA,Eint Frankfurt,de Bundesliga,33,FW,5b92d896
181,Nicolás González,484,637,0.76,19,28,19,1,69,7755,1634,236,286,0.825,197,234,0.8420000000000001,33,55,0.6,1767,2024-2025,26,ar ARG,Juventus,it Serie A,26,FWMF,2374aaca
182,Adrià Altimira,483,615,0.785,11,34,10,2,42,7731,2148,255,292,0.873,186,237,0.785,34,61,0.557,1638,2024-2025,23,es ESP,Leganés,es La Liga,22,DFFW,757a3431
183,Pedro,482,604,0.7979999999999999,22,53,25,5,76,7852,1822,254,281,0.904,173,208,0.8320000000000001,40,77,0.519,1108,2024-2025,37,es ESP,Lazio,it Serie A,30,FWMF,3ca7254a
184,João Pedro,482,661,0.7290000000000001,30,42,36,5,78,6847,1766,300,381,0.787,133,177,0.7509999999999999,29,44,0.659,1957,2024-2025,22,br BRA,Brighton,eng Premier League,27,FWMF,e8832875
185,Romain Del Castillo,480,688,0.698,37,44,26,11,61,8019,2803,240,299,0.8029999999999999,162,213,0.7609999999999999,56,120,0.467,1270,2024-2025,28,fr FRA,Brest,fr Ligue 1,26,FW,0be95d34
186,Cody Gakpo,480,634,0.757,38,24,27,8,52,6870,1656,298,343,0.8690000000000001,149,225,0.662,19,36,0.528,1952,2024-2025,25,nl NED,Liverpool,eng Premier League,35,FW,1971591f
187,Manuel Fuster,478,624,0.7659999999999999,28,56,24,5,71,8055,2300,245,277,0.884,152,194,0.784,60,107,0.561,1008,2024-2025,26,es ESP,Las Palmas,es La Liga,28,FWMF,618f396a
188,Yann Gboho,478,644,0.742,30,53,28,0,103,6718,2050,280,334,0.838,154,195,0.79,19,32,0.594,2346,2024-2025,23,fr FRA,Toulouse,fr Ligue 1,31,MFFW,6be41a31
189,Arnaud Kalimuendo,477,605,0.7879999999999999,19,36,14,1,72,7080,1245,254,305,0.833,150,179,0.838,33,40,0.825,2593,2024-2025,22,fr FRA,Rennes,fr Ligue 1,33,FWMF,bf4c41f9
190,Jean-Ricner Bellegarde,475,599,0.7929999999999999,27,30,18,8,43,7404,1436,271,304,0.8909999999999999,152,188,0.809,36,62,0.581,1695,2024-2025,26,fr FRA,Wolves,eng Premier League,35,MFFW,10f0fdd3
191,Harvey Barnes,474,607,0.7809999999999999,26,25,41,9,83,6642,1989,302,348,0.868,149,204,0.73,14,26,0.5379999999999999,1766,2024-2025,26,eng ENG,Newcastle Utd,eng Premier League,33,FW,3ea50f67
192,Thomas Müller,473,631,0.75,35,24,24,12,50,6759,1456,294,352,0.835,127,172,0.738,27,43,0.628,1234,2024-2025,34,de GER,Bayern Munich,de Bundesliga,30,MFFW,3c6089ab
193,Lautaro Martínez,472,634,0.7440000000000001,36,41,22,1,68,7494,1609,264,324,0.815,152,198,0.768,41,56,0.732,2580,2024-2025,26,ar ARG,Inter,it Serie A,31,FW,f7036e1c
194,Yaser Asprilla,471,653,0.721,24,35,38,9,77,8613,2194,219,257,0.852,184,239,0.77,62,115,0.539,1414,2024-2025,20,co COL,Girona,es La Liga,27,FWMF,d139daf9
195,Tim Kleindienst,466,765,0.609,29,30,22,1,63,6509,1615,282,409,0.6890000000000001,138,216,0.639,24,43,0.5579999999999999,2744,2024-2025,28,de GER,Gladbach,de Bundesliga,31,FW,258a6f4d
196,Ludovic Ajorque,462,671,0.6890000000000001,35,29,11,1,41,6965,969,254,354,0.718,147,198,0.742,35,48,0.7290000000000001,2508,2024-2025,30,fr FRA,Brest,fr Ligue 1,31,FW,462475ed
197,Dwight McNeil,461,619,0.745,37,40,36,10,69,8501,2790,215,246,0.8740000000000001,165,200,0.825,70,136,0.515,1376,2024-2025,24,eng ENG,Everton,eng Premier League,21,MFFW,fc15fb84
198,Stephy Mavididi,460,613,0.75,22,32,26,7,57,6191,1429,286,314,0.911,124,184,0.674,18,43,0.419,1628,2024-2025,26,eng ENG,Leicester City,eng Premier League,30,FW,30144daa
199,Lucas Beltrán,459,591,0.777,29,38,17,3,64,6934,1421,245,294,0.833,161,197,0.8170000000000001,26,44,0.591,1969,2024-2025,23,ar ARG,Fiorentina,it Serie A,33,FWMF,482d2bc3
200,Raúl Jiménez,458,643,0.7120000000000001,24,41,14,3,62,6916,1618,265,326,0.813,138,188,0.7340000000000001,33,55,0.6,2515,2024-2025,33,mx MEX,Fulham,eng Premier League,38,FW,b561db50
201,Serhou Guirassy,456,627,0.727,25,28,14,0,43,5726,933,305,375,0.813,105,147,0.7140000000000001,16,23,0.696,2603,2024-2025,28,gn GUI,Dortmund,de Bundesliga,30,FW,923f4dda
202,Jorge de Frutos,455,666,0.6829999999999999,31,22,28,13,44,6332,1601,282,348,0.81,127,187,0.679,22,47,0.4679999999999999,2518,2024-2025,27,es ESP,Rayo Vallecano,es La Liga,36,FWMF,38ce1150
203,Shuto Machino,454,707,0.642,27,35,20,6,59,8004,2740,212,266,0.797,180,247,0.7290000000000001,52,137,0.38,1967,2024-2025,24,jp JPN,Holstein Kiel,de Bundesliga,32,FWMF,964dde35
204,Carles Aleñá,452,589,0.767,22,44,17,3,70,6889,1799,241,276,0.873,160,199,0.804,31,59,0.525,1555,2024-2025,26,es ESP,2 Teams,es La Liga,24,MFFW,6c811eb7
205,Alejandro Jiménez,452,564,0.8009999999999999,12,33,12,5,37,7535,1817,222,257,0.8640000000000001,191,225,0.8490000000000001,33,52,0.635,1274,2024-2025,19,es ESP,Milan,it Serie A,22,DFFW,faa13947
206,Mikel Merino,451,577,0.782,17,40,24,4,69,6182,1776,285,328,0.8690000000000001,128,165,0.7759999999999999,17,31,0.5479999999999999,1591,2024-2025,28,es ESP,Arsenal,eng Premier League,28,MFFW,d080ed5e
207,Yoane Wissa,450,588,0.765,27,44,13,1,67,6490,1617,284,331,0.858,124,166,0.747,28,49,0.5710000000000001,2930,2024-2025,27,cd COD,Brentford,eng Premier League,35,FW,2500cef9
208,Brennan Johnson,449,638,0.7040000000000001,19,25,35,6,71,5932,1611,274,341,0.804,144,191,0.754,11,34,0.324,2185,2024-2025,23,wls WAL,Tottenham,eng Premier League,33,FW,0cd31129
209,Sebastiano Esposito,445,739,0.602,36,57,31,5,93,6868,2707,228,310,0.735,134,209,0.6409999999999999,47,105,0.4479999999999999,2350,2024-2025,22,it ITA,Empoli,it Serie A,33,FWMF,7ff93107
210,Benedict Hollerbach,441,674,0.654,26,24,22,3,68,6054,1428,265,333,0.7959999999999999,119,169,0.7040000000000001,27,56,0.482,2559,2024-2025,23,de GER,Union Berlin,de Bundesliga,34,FWMF,2a158218
211,Alieu Fadera,441,591,0.746,23,14,24,5,36,6233,1638,251,286,0.878,141,193,0.731,23,42,0.5479999999999999,1656,2024-2025,22,gm GAM,Como,it Serie A,28,FWDF,53210e42
212,Philipp Hofmann,441,694,0.635,26,40,9,0,53,6603,1417,239,332,0.72,156,253,0.617,23,44,0.523,2291,2024-2025,31,de GER,Bochum,de Bundesliga,32,FW,877bc844
213,Mateo Retegui,440,575,0.765,38,29,9,1,46,6210,971,264,314,0.841,135,168,0.804,22,34,0.647,2408,2024-2025,25,it ITA,Atalanta,it Serie A,36,FW,e7695e6c
214,Sandro Ramírez,438,682,0.642,28,33,10,3,52,7317,2293,206,270,0.763,174,236,0.737,39,107,0.364,2052,2024-2025,29,es ESP,Las Palmas,es La Liga,31,FWMF,833fb62e
215,Facundo Buonanotte,437,572,0.764,24,41,13,2,54,6930,1757,236,276,0.855,150,182,0.8240000000000001,35,74,0.473,1530,2024-2025,19,ar ARG,Leicester City,eng Premier League,31,FWMF,468a7a91
216,Sofiane Diop,436,565,0.772,24,47,19,1,64,6822,2216,243,294,0.8270000000000001,149,182,0.8190000000000001,27,54,0.5,1070,2024-2025,24,fr FRA,Nice,fr Ligue 1,28,MFFW,19053e31
217,Dani Raba,435,648,0.6709999999999999,47,50,24,4,69,7619,2499,197,239,0.8240000000000001,167,228,0.732,54,132,0.409,1895,2024-2025,28,es ESP,Leganés,es La Liga,29,FWMF,ea6a7ab4
218,Nikola Krstović,434,654,0.664,30,38,15,1,56,6532,1347,240,339,0.708,154,204,0.755,26,46,0.565,3070,2024-2025,24,me MNE,Lecce,it Serie A,37,FW,473803c9
219,Jonas Wind,432,612,0.706,34,66,24,0,100,6257,2209,260,347,0.7490000000000001,129,172,0.75,23,35,0.657,1978,2024-2025,25,dk DEN,Wolfsburg,de Bundesliga,31,FWMF,2077ae86
220,Ange-Yoan Bonny,431,573,0.752,30,31,15,2,53,6282,1251,224,278,0.8059999999999999,139,171,0.813,29,41,0.7070000000000001,2551,2024-2025,20,fr FRA,Parma,it Serie A,37,FW,64629ba4
221,Deniz Undav,431,589,0.732,26,38,27,2,70,6294,1741,254,311,0.8170000000000001,135,182,0.742,26,46,0.565,1735,2024-2025,28,de GER,Stuttgart,de Bundesliga,27,FWMF,dd549382
222,Jamie Gittens,427,558,0.765,21,17,24,4,42,5844,1011,278,318,0.8740000000000001,111,144,0.7709999999999999,19,38,0.5,1793,2024-2025,19,eng ENG,Dortmund,de Bundesliga,32,FWMF,10745192
223,Francisco Conceição,427,545,0.7829999999999999,28,16,20,10,35,7032,1122,220,262,0.84,167,190,0.879,30,56,0.536,1347,2024-2025,21,pt POR,Juventus,it Serie A,26,FWMF,5ef3d210
224,Patrick Wimmer,427,650,0.657,24,55,23,4,91,7363,2757,216,299,0.722,152,207,0.7340000000000001,48,84,0.5710000000000001,1787,2024-2025,23,at AUT,Wolfsburg,de Bundesliga,29,MFFW,cb11b429
225,Khalil Fayad,426,514,0.8290000000000001,7,35,5,2,50,7173,1757,205,226,0.907,169,196,0.862,38,60,0.633,1034,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,20,MFFW,faf00ab8
226,Riccardo Orsolini,425,646,0.6579999999999999,30,34,29,11,69,7551,2206,196,240,0.8170000000000001,169,257,0.6579999999999999,48,91,0.527,1892,2024-2025,27,it ITA,Bologna,it Serie A,30,FW,e14ec482
227,Adama Traoré,424,587,0.722,42,36,38,22,68,6645,1683,236,286,0.825,143,194,0.737,30,54,0.556,1786,2024-2025,28,es ESP,Fulham,eng Premier League,36,FWMF,9a28eba4
228,Fabio Miretti,422,567,0.7440000000000001,22,24,13,2,54,7280,2006,206,234,0.88,155,189,0.82,43,97,0.4429999999999999,1696,2024-2025,20,it ITA,Genoa,it Serie A,25,MFFW,34693494
229,Iván Sánchez,422,591,0.7140000000000001,24,52,23,15,77,7754,2475,195,219,0.89,151,206,0.733,63,129,0.488,1413,2024-2025,31,es ESP,Valladolid,es La Liga,32,MFFW,70107d4d
230,Evann Guessand,421,574,0.733,32,46,27,4,79,5792,1599,257,322,0.7979999999999999,141,183,0.77,10,19,0.526,2578,2024-2025,23,ci CIV,Nice,fr Ligue 1,33,FWMF,b73f17f8
231,David Neres,420,555,0.757,26,23,21,14,32,6127,1548,230,257,0.895,142,179,0.7929999999999999,23,59,0.39,1294,2024-2025,27,br BRA,Napoli,it Serie A,28,FW,4f1e6a0b
232,Andrea Pinamonti,419,667,0.628,15,24,9,3,46,6023,1027,227,315,0.721,141,220,0.6409999999999999,21,39,0.5379999999999999,2863,2024-2025,25,it ITA,Genoa,it Serie A,36,FW,08aa9cd1
233,Danny Welbeck,417,491,0.8490000000000001,23,18,14,0,47,4936,1008,277,316,0.877,91,105,0.867,11,12,0.917,2128,2024-2025,33,eng ENG,Brighton,eng Premier League,30,FW,ce5143da
234,Benjamin Šeško,415,614,0.6759999999999999,19,25,9,0,46,5132,1145,268,356,0.753,94,144,0.653,13,21,0.619,2400,2024-2025,21,si SVN,RB Leipzig,de Bundesliga,33,FWMF,3260690c
235,Albert Guðmundsson,415,500,0.83,15,34,2,0,37,5921,1164,226,243,0.93,147,175,0.84,14,32,0.4379999999999999,1285,2024-2025,27,is ISL,Fiorentina,it Serie A,24,FWMF,b79858d5
236,Jack Harrison,414,659,0.628,33,28,25,11,51,6596,2477,239,295,0.81,122,182,0.67,36,108,0.3329999999999999,2091,2024-2025,27,eng ENG,Everton,eng Premier League,34,FW,aa849a12
237,Che Adams,414,557,0.743,26,32,7,0,40,6531,1184,221,283,0.7809999999999999,134,168,0.7979999999999999,37,53,0.698,2662,2024-2025,28,sct SCO,Torino,it Serie A,36,FW,f2bf1b0f
238,Marcus Thuram,412,559,0.737,39,24,27,4,53,5263,1082,249,325,0.7659999999999999,110,139,0.7909999999999999,15,23,0.652,2304,2024-2025,26,fr FRA,Inter,it Serie A,32,FW,6f8cd6d0
239,Dany Mota,412,569,0.7240000000000001,22,27,19,6,47,6464,1039,225,284,0.792,144,184,0.7829999999999999,27,42,0.643,2118,2024-2025,26,pt POR,Monza,it Serie A,31,FWMF,efc9e31f
240,Anuar,411,505,0.8140000000000001,7,19,3,2,30,6137,1132,217,249,0.871,158,191,0.8270000000000001,17,31,0.5479999999999999,1732,2024-2025,29,ma MAR,Valladolid,es La Liga,26,MFFW,c93231dc
241,Josué Casimir,410,597,0.687,26,22,13,7,41,6606,1453,225,263,0.856,145,212,0.684,34,75,0.4529999999999999,2010,2024-2025,22,fr FRA,Le Havre,fr Ligue 1,27,FWMF,481f76cf
242,Jamie Leweling,409,580,0.705,25,25,26,9,51,5858,1400,251,302,0.831,137,180,0.7609999999999999,14,47,0.298,1682,2024-2025,23,de GER,Stuttgart,de Bundesliga,27,MFFW,13fe7b69
243,Jordan Ayew,409,550,0.7440000000000001,17,25,14,7,46,6109,1220,222,255,0.871,142,189,0.7509999999999999,25,60,0.417,1674,2024-2025,32,gh GHA,2 Teams,eng Premier League,31,FWMF,da052c14
244,Franck Honorat,409,606,0.675,50,24,26,17,45,6591,2419,218,258,0.845,131,196,0.6679999999999999,45,101,0.446,1456,2024-2025,27,fr FRA,Gladbach,de Bundesliga,19,FW,db7849ca
245,Kai Havertz,407,519,0.784,17,27,9,1,61,4905,1033,286,340,0.841,95,115,0.826,5,11,0.455,1878,2024-2025,25,de GER,Arsenal,eng Premier League,23,FWMF,fed7cb61
246,Johannes Eggestein,404,547,0.7390000000000001,24,25,9,2,43,5609,1043,221,273,0.81,124,154,0.805,22,39,0.564,1872,2024-2025,26,de GER,St. Pauli,de Bundesliga,27,FW,d571df78
247,Adama Boiro,401,502,0.799,5,44,8,4,46,6196,1937,216,239,0.904,170,216,0.787,11,29,0.379,1109,2024-2025,22,es ESP,Athletic Club,es La Liga,18,DFFW,e7992f7b
248,Óscar Rodríguez Arnaiz,400,555,0.721,19,31,21,7,60,6923,2124,193,227,0.85,139,189,0.735,51,96,0.531,1335,2024-2025,26,es ESP,Leganés,es La Liga,29,MFFW,19709006
249,Marius Bülter,394,586,0.672,22,30,25,12,35,6403,1684,204,257,0.794,146,205,0.7120000000000001,32,77,0.416,1742,2024-2025,31,de GER,Hoffenheim,de Bundesliga,25,FWDF,ab5b7dc1
