Rk,Player,Cmp_Total,Att_Total,Cmp%_Total,Key_Passes,Passes_into_Final_Third,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Progressive_Passes,Total_Distance,Progressive_Distance,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Total_Minutes,Season,Age,Nation,Team,Comp,MP,Position,Player_ID
380,Jesus Rodríguez,241,331,0.728,8,15,19,2,35,3111,935,158,194,0.8140000000000001,57,79,0.722,9,13,0.6920000000000001,1126,2024-2025,18,es ESP,Betis,es La Liga,21,FW,f9f74e43
381,Lorenzo Lucca,240,375,0.64,14,17,1,0,18,3772,404,112,182,0.615,89,117,0.7609999999999999,20,27,0.741,2366,2024-2025,23,it ITA,Udinese,it Serie A,33,FW,83c06f3a
382,Abel Ruiz,239,272,0.879,8,14,5,0,23,3608,480,139,151,0.921,83,88,0.943,15,22,0.682,1362,2024-2025,24,es ESP,Girona,es La Liga,23,FW,6cbf8d0d
383,Ante Budimir,239,426,0.561,16,12,7,0,24,3022,503,162,249,0.6509999999999999,59,114,0.518,5,11,0.455,2971,2024-2025,33,hr CRO,Osasuna,es La Liga,38,FW,8f3565b3
384,Georginio Rutter,237,355,0.6679999999999999,19,30,16,1,67,3344,1174,144,187,0.77,74,111,0.667,10,16,0.625,1672,2024-2025,22,fr FRA,Brighton,eng Premier League,28,MFFW,c64c01fc
385,Arnaud Nordin,232,332,0.6990000000000001,15,6,12,6,23,3260,583,148,184,0.804,65,92,0.7070000000000001,11,22,0.5,1172,2024-2025,26,fr FRA,Montpellier,fr Ligue 1,16,FW,7b9a9e25
386,Adam Armstrong,231,288,0.802,9,10,8,2,21,3320,446,138,158,0.873,81,95,0.853,6,13,0.462,1258,2024-2025,27,eng ENG,Southampton,eng Premier League,20,FWMF,68c720b5
387,Abdallah Sima,231,332,0.696,13,13,6,1,24,3140,660,142,183,0.7759999999999999,72,105,0.6859999999999999,8,10,0.8,1250,2024-2025,23,sn SEN,Brest,fr Ligue 1,27,FWMF,fdbde523
388,Daniel Mosquera,230,335,0.687,12,21,4,0,25,2878,544,151,203,0.7440000000000001,56,74,0.757,4,12,0.3329999999999999,1385,2024-2025,24,co COL,Hellas Verona,it Serie A,35,FW,091b9eb8
389,Christian Kouamé,230,350,0.657,17,19,12,2,29,3294,690,126,177,0.7120000000000001,68,107,0.636,18,24,0.75,1135,2024-2025,26,ci CIV,2 Teams,it Serie A,26,FWMF,58e933d2
390,Wahbi Khazri,229,337,0.68,18,27,8,5,33,3894,1196,123,152,0.809,62,93,0.667,32,61,0.525,1127,2024-2025,33,tn TUN,Montpellier,fr Ligue 1,30,FWMF,2677a1de
391,Alexander Sørloth,229,359,0.638,13,19,10,1,31,2905,601,142,213,0.667,63,95,0.6629999999999999,5,7,0.7140000000000001,1578,2024-2025,28,no NOR,Atlético Madrid,es La Liga,35,FW,e92cd3f7
392,Moise Kean,228,326,0.6990000000000001,19,15,10,1,26,3457,552,128,161,0.795,74,110,0.6729999999999999,14,17,0.8240000000000001,2712,2024-2025,24,it ITA,Fiorentina,it Serie A,32,FW,3d50bcdb
393,M'Bala Nzola,227,302,0.752,20,7,9,0,22,2579,415,158,197,0.802,38,54,0.7040000000000001,5,6,0.833,1468,2024-2025,27,ao ANG,Lens,fr Ligue 1,21,FW,a4948e67
394,Carles Pérez,226,336,0.6729999999999999,17,17,14,8,20,3455,818,130,165,0.7879999999999999,73,103,0.7090000000000001,16,40,0.4,1440,2024-2025,26,es ESP,Getafe,es La Liga,27,MFFW,a8f21b9f
395,Matias Fernandez-Pardo,224,307,0.73,16,10,11,0,26,3456,733,117,146,0.8009999999999999,85,103,0.825,13,25,0.52,1075,2024-2025,19,be BEL,Lille,fr Ligue 1,22,FWMF,0cdb6a2a
396,Unai Gómez,223,305,0.731,10,20,1,0,23,3424,683,116,146,0.795,79,100,0.79,19,36,0.528,1296,2024-2025,21,es ESP,Athletic Club,es La Liga,32,MFFW,37db6cae
397,Cucho,223,310,0.7190000000000001,14,20,10,1,34,3302,867,117,151,0.775,53,75,0.7070000000000001,23,32,0.7190000000000001,1150,2024-2025,25,co COL,Betis,es La Liga,15,FW,71b47ab9
398,Zakaria Aboukhlal,221,349,0.633,12,16,10,4,22,2789,753,145,193,0.7509999999999999,56,94,0.596,6,15,0.4,1914,2024-2025,24,ma MAR,Toulouse,fr Ligue 1,26,MFFW,c2a6033c
399,Liam Delap,219,357,0.613,21,17,6,0,30,3011,657,123,174,0.7070000000000001,69,108,0.639,9,24,0.375,2622,2024-2025,21,eng ENG,Ipswich Town,eng Premier League,37,FW,dd897ee7
400,Diogo Jota,216,310,0.6970000000000001,11,29,3,1,34,3313,829,113,147,0.769,79,104,0.76,13,23,0.565,1208,2024-2025,27,pt POR,Liverpool,eng Premier League,26,FW,178ae8f8
401,Pontus Almqvist,215,297,0.7240000000000001,10,4,4,1,12,2758,504,150,184,0.815,46,65,0.708,7,12,0.583,1120,2024-2025,25,se SWE,Parma,it Serie A,29,FWMF,0917188a
402,Eldor Shomurodov,215,286,0.752,17,10,6,0,21,2887,467,135,166,0.813,60,72,0.833,7,9,0.778,1106,2024-2025,29,uz UZB,Roma,it Serie A,27,FWMF,57469b2d
403,Cyle Larin,214,317,0.675,8,11,3,0,20,2655,399,139,181,0.768,53,85,0.624,6,9,0.667,1783,2024-2025,29,ca CAN,Mallorca,es La Liga,32,FW,e7af9060
404,Matteo Cancellieri,211,313,0.674,11,16,7,5,24,2943,842,124,165,0.752,66,88,0.75,9,28,0.321,1437,2024-2025,22,it ITA,Parma,it Serie A,27,FWMF,b6a1cdf9
405,Joel Pohjanpalo,211,350,0.603,15,25,7,0,29,3005,737,118,176,0.67,61,104,0.5870000000000001,14,29,0.483,1616,2024-2025,29,fi FIN,Venezia,it Serie A,20,FW,ea003d07
406,Antonio Sanabria,210,268,0.784,9,13,3,0,18,2844,451,123,150,0.82,64,79,0.81,9,15,0.6,1327,2024-2025,28,py PAR,Torino,it Serie A,26,FW,0a447501
407,Thijs Dallinga,210,293,0.7170000000000001,12,14,4,0,17,2944,450,121,157,0.7709999999999999,62,87,0.713,11,14,0.7859999999999999,1162,2024-2025,23,nl NED,Bologna,it Serie A,31,FW,b70afb45
408,Thierno Barry,209,337,0.62,23,14,12,1,27,2946,546,118,172,0.6859999999999999,70,116,0.603,9,19,0.474,2333,2024-2025,21,fr FRA,Villarreal,es La Liga,35,FW,52c3244b
409,Keinan Davis,208,275,0.7559999999999999,20,13,8,0,22,3083,415,111,140,0.7929999999999999,70,87,0.805,15,18,0.833,1072,2024-2025,26,eng ENG,Udinese,it Serie A,23,FW,9deaf2c8
410,Randal Kolo Muani,208,294,0.7070000000000001,22,8,12,0,25,2665,470,123,161,0.764,59,80,0.738,4,8,0.5,1525,2024-2025,25,fr FRA,2 Teams,2 Comps,26,FW,c0b3669f
411,Sergio Camello,207,263,0.787,19,12,7,0,27,2869,452,127,151,0.841,61,73,0.836,7,9,0.778,1148,2024-2025,23,es ESP,Rayo Vallecano,es La Liga,23,FW,873619c6
412,Cameron Archer,205,251,0.8170000000000001,5,7,7,0,14,2612,367,131,151,0.868,54,59,0.915,5,9,0.556,1454,2024-2025,23,eng ENG,Southampton,eng Premier League,35,FW,05e8ca6d
413,Álvaro Morata,202,268,0.754,7,15,3,0,26,3147,538,118,149,0.792,55,74,0.743,19,28,0.679,1106,2024-2025,31,es ESP,Milan,it Serie A,16,FWMF,129af0db
414,Casper Tengstedt,201,298,0.674,12,11,8,1,29,2875,528,109,139,0.784,63,92,0.685,14,30,0.467,1535,2024-2025,24,dk DEN,Hellas Verona,it Serie A,25,FW,ff2fb007
415,Sheraldo Becker,200,313,0.639,8,6,17,5,23,3391,742,105,132,0.795,77,121,0.636,15,33,0.455,1003,2024-2025,29,sr SUR,Real Sociedad,es La Liga,22,FWMF,8eb55dbb
416,Giorgos Masouras,200,284,0.7040000000000001,10,11,7,4,19,2740,688,135,167,0.8079999999999999,51,70,0.7290000000000001,10,20,0.5,1065,2024-2025,30,gr GRE,Bochum,de Bundesliga,14,FWMF,9d689a5b
417,Junior Adamu,198,312,0.635,17,7,8,0,14,2376,316,124,180,0.6890000000000001,48,70,0.6859999999999999,2,6,0.3329999999999999,1558,2024-2025,23,at AUT,Freiburg,de Bundesliga,25,FW,82e12fe7
418,Borja Mayoral,197,254,0.7759999999999999,8,11,2,0,13,2876,459,113,133,0.85,57,70,0.8140000000000001,13,17,0.765,1117,2024-2025,27,es ESP,Getafe,es La Liga,24,FW,64e8ed6d
419,Shavy Babicka,196,292,0.6709999999999999,13,8,13,5,21,2616,643,118,155,0.7609999999999999,60,85,0.706,5,15,0.3329999999999999,1195,2024-2025,24,ga GAB,Toulouse,fr Ligue 1,30,MFFW,c6f0d5d4
420,Coba da Costa,195,303,0.644,9,14,10,7,16,2952,707,104,144,0.722,58,86,0.674,18,35,0.514,1014,2024-2025,22,es ESP,Getafe,es La Liga,19,MFFW,0b3358f0
421,Samuel Essende,195,301,0.648,11,11,6,2,21,2526,430,114,154,0.74,58,89,0.652,5,8,0.625,1652,2024-2025,26,cd COD,Augsburg,de Bundesliga,30,FW,821550ce
422,Alexander Bernhardsson,193,319,0.605,17,16,10,4,33,3164,1076,93,131,0.71,74,114,0.649,16,44,0.364,1274,2024-2025,25,se SWE,Holstein Kiel,de Bundesliga,19,FWMF,dea1d183
423,Gonçalo Ramos,193,241,0.8009999999999999,15,9,9,0,24,2279,367,130,155,0.8390000000000001,44,53,0.83,3,4,0.75,1073,2024-2025,23,pt POR,Paris S-G,fr Ligue 1,22,FW,f63cda26
424,Vitinha,191,322,0.593,16,12,10,7,19,2886,753,107,142,0.754,61,98,0.622,15,38,0.395,1341,2024-2025,24,pt POR,Genoa,it Serie A,25,FWMF,74d4cec6
425,Yann Karamoh,189,282,0.67,9,8,9,1,28,2731,585,116,148,0.784,52,72,0.722,11,22,0.5,1056,2024-2025,26,fr FRA,Torino,it Serie A,29,MFFW,8b66d9cc
426,Moritz Broschinski,187,295,0.634,13,9,8,4,20,2807,554,102,136,0.75,64,90,0.711,10,20,0.5,1403,2024-2025,23,de GER,Bochum,de Bundesliga,33,FWMF,bbd79358
427,Roberto Férnandez,187,259,0.722,8,9,7,0,17,2227,311,121,146,0.8290000000000001,41,65,0.631,4,4,1.0,1510,2024-2025,22,es ESP,Espanyol,es La Liga,19,FW,c981fc98
428,Mama Samba Baldé,187,259,0.722,16,14,5,2,23,2865,617,90,122,0.738,61,77,0.792,19,24,0.792,1193,2024-2025,28,gw GNB,2 Teams,fr Ligue 1,29,FW,fb14aa28
429,Dominic Calvert-Lewin,181,289,0.626,7,20,5,1,20,2113,498,130,187,0.695,37,63,0.5870000000000001,3,8,0.375,1620,2024-2025,27,eng ENG,Everton,eng Premier League,26,FW,59e6e5bf
430,André Ayew,181,238,0.7609999999999999,8,7,3,0,18,2231,272,113,134,0.843,54,68,0.794,0,4,0.0,1463,2024-2025,34,gh GHA,Le Havre,fr Ligue 1,27,FW,5dbefa9d
431,Zito Luvumbo,181,302,0.599,17,16,13,8,31,2768,863,104,138,0.754,59,104,0.5670000000000001,12,28,0.429,1619,2024-2025,22,ao ANG,Cagliari,it Serie A,26,FWMF,b09e0873
432,Eddie Nketiah,179,240,0.746,13,11,5,0,19,2722,563,95,119,0.7979999999999999,60,75,0.8,14,20,0.7,1041,2024-2025,25,eng ENG,2 Teams,eng Premier League,29,FW,a53649b7
433,Frank Magri,178,251,0.7090000000000001,9,15,7,1,25,2361,438,103,133,0.774,55,71,0.775,5,13,0.385,1526,2024-2025,24,cm CMR,Toulouse,fr Ligue 1,31,FWMF,42fdb11d
434,Mamadou Sylla,177,282,0.628,14,13,5,0,22,2675,420,103,140,0.736,59,93,0.634,9,14,0.643,1594,2024-2025,30,sn SEN,Valladolid,es La Liga,29,FWMF,e5ec95f8
435,Victor Boniface,172,245,0.7020000000000001,10,10,8,2,23,2453,503,95,127,0.748,52,68,0.765,12,16,0.75,1019,2024-2025,23,ng NGA,Leverkusen,de Bundesliga,19,FW,b146275b
436,Jordan Pefok,171,241,0.71,17,11,3,0,16,2057,386,109,140,0.779,33,50,0.66,7,10,0.7,1299,2024-2025,28,us USA,2 Teams,2 Comps,25,FW,b684a484
437,Milan Đurić,166,350,0.474,5,19,5,0,28,1954,596,102,202,0.505,38,91,0.418,4,6,0.667,1545,2024-2025,34,ba BIH,2 Teams,it Serie A,27,FW,405f6586
438,Darwin Núñez,163,230,0.7090000000000001,11,9,3,1,27,2390,587,89,111,0.802,48,65,0.738,13,20,0.65,1139,2024-2025,25,uy URU,Liverpool,eng Premier League,30,FW,4d77b365
439,Mostafa Mohamed,160,247,0.648,6,16,6,0,20,2461,647,89,127,0.701,50,65,0.769,14,22,0.636,1261,2024-2025,26,eg EGY,Nantes,fr Ligue 1,30,FW,595e6f3e
440,Paul Onuachu,160,263,0.608,8,13,2,0,13,2292,365,84,134,0.627,45,70,0.643,12,19,0.632,1056,2024-2025,30,ng NGA,Southampton,eng Premier League,25,FW,c06d1086
441,Anastasios Douvikas,157,213,0.737,12,8,2,0,12,2078,297,95,116,0.8190000000000001,45,57,0.789,7,9,0.778,1289,2024-2025,24,gr GRE,2 Teams,2 Comps,33,FW,853ca71c
442,Beto,156,268,0.5820000000000001,12,7,8,1,16,2060,282,92,137,0.672,44,83,0.53,7,9,0.778,1543,2024-2025,26,gw GNB,Everton,eng Premier League,30,FW,ed5c0319
443,Alex Sola,155,242,0.64,9,12,2,1,23,2177,529,100,125,0.8,39,59,0.6609999999999999,9,29,0.31,1041,2024-2025,25,es ESP,Getafe,es La Liga,19,MFFW,5fa714d5
444,Juanmi Latasa,154,260,0.5920000000000001,13,11,5,1,17,2311,420,89,129,0.69,43,83,0.518,11,19,0.579,1404,2024-2025,23,es ESP,Valladolid,es La Liga,28,FW,2bea832e
445,Tammy Abraham,153,224,0.6829999999999999,14,14,10,0,27,2000,566,94,125,0.752,46,75,0.613,4,7,0.5710000000000001,1192,2024-2025,26,eng ENG,2 Teams,it Serie A,29,FW,f586779e
446,Marshall Munetsi,152,212,0.7170000000000001,9,7,3,2,10,1898,390,95,122,0.779,43,57,0.754,3,6,0.5,1080,2024-2025,28,zw ZIM,Wolves,eng Premier League,14,MFFW,2acf0cd7
447,Phil Harres,150,265,0.5660000000000001,10,17,4,2,16,2460,482,79,126,0.627,48,86,0.5579999999999999,16,23,0.696,1553,2024-2025,22,de GER,Holstein Kiel,de Bundesliga,26,FW,07db670d
448,Umar Sadiq,150,221,0.679,7,6,0,0,12,2070,305,96,131,0.733,44,58,0.759,4,7,0.5710000000000001,1061,2024-2025,27,ng NGA,2 Teams,es La Liga,23,FW,686cbe7d
449,Sammie Szmodics,149,201,0.741,5,11,4,1,19,2458,724,72,82,0.878,54,65,0.831,15,29,0.517,1005,2024-2025,28,ie IRL,Ipswich Town,eng Premier League,20,FWMF,39944392
450,Mika Biereth,149,241,0.618,22,11,16,1,24,2062,532,85,131,0.649,48,68,0.706,7,8,0.875,1239,2024-2025,21,dk DEN,Monaco,fr Ligue 1,16,FW,a1d95db3
451,Takuma Asano,148,219,0.6759999999999999,6,8,3,2,20,2071,485,93,110,0.845,48,67,0.716,4,17,0.235,1067,2024-2025,29,jp JPN,Mallorca,es La Liga,21,FWMF,13ddc856
452,Antoniu,148,221,0.67,7,10,7,3,28,2071,636,89,109,0.8170000000000001,47,67,0.701,4,14,0.286,1033,2024-2025,21,es ESP,Espanyol,es La Liga,26,FWMF,af784a9e
453,Randy Nteka,144,223,0.6459999999999999,9,5,2,0,8,1834,230,94,123,0.764,39,65,0.6,3,6,0.5,1144,2024-2025,26,ao ANG,Rayo Vallecano,es La Liga,24,FW,a6103274
454,Vitor Roque,142,195,0.728,12,4,10,3,17,1986,451,73,96,0.76,49,61,0.8029999999999999,6,8,0.75,1245,2024-2025,19,br BRA,Betis,es La Liga,22,FW,cb00f1e6
455,Toni Martínez,140,240,0.583,11,11,4,1,11,1676,280,96,132,0.727,32,67,0.478,3,10,0.3,1019,2024-2025,27,es ESP,Alavés,es La Liga,28,FW,f3945e07
456,Myron Boadu,139,195,0.713,11,7,5,1,18,2358,375,55,81,0.679,72,88,0.818,8,9,0.889,1050,2024-2025,23,nl NED,Bochum,de Bundesliga,19,FW,5b479568
457,Miguel,139,237,0.586,7,9,5,1,16,2021,381,77,114,0.675,46,72,0.639,6,15,0.4,1736,2024-2025,24,es ESP,Leganés,es La Liga,34,FW,6763373d
458,Marcos André,138,210,0.657,9,13,3,0,16,2358,395,79,103,0.767,42,65,0.6459999999999999,14,18,0.778,1200,2024-2025,27,br BRA,Valladolid,es La Liga,22,FW,ae86d473
459,Akor Adams,132,206,0.6409999999999999,12,11,1,0,11,1874,246,81,113,0.7170000000000001,39,58,0.672,6,15,0.4,1215,2024-2025,24,ng NGA,2 Teams,2 Comps,19,FW,2ccd39ed
460,Alejo Véliz,122,187,0.652,3,9,0,0,8,1608,182,79,106,0.745,28,46,0.609,8,12,0.667,1134,2024-2025,20,ar ARG,Espanyol,es La Liga,27,FW,3f7bafbe
461,Diego,121,192,0.63,6,8,3,1,16,1679,322,62,89,0.6970000000000001,42,68,0.618,6,12,0.5,1205,2024-2025,24,es ESP,Leganés,es La Liga,28,FW,b85a5126
462,Cristhian Stuani,107,154,0.695,6,1,3,0,10,1450,161,68,85,0.8,32,50,0.64,3,8,0.375,1084,2024-2025,37,uy URU,Girona,es La Liga,32,FW,220c11f1
463,Bertuğ Yıldırım,101,186,0.5429999999999999,9,9,9,3,14,1304,287,56,99,0.5660000000000001,30,50,0.6,4,9,0.444,1093,2024-2025,22,tr TUR,Getafe,es La Liga,22,FW,7410d325
