Player,Season,Team,Comp,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Position,Player_ID
Valentino Lazaro,2024-2025,Torino,it Serie A,1.0,1.0,3.3,4.3,3.3,4.3,-1.0,-1.0,2.7,0.06,DFFW,016ff750
Alex Sola,2024-2025,Getafe,es La Liga,1.0,1.0,0.7,1.7,0.7,1.7,-1.0,-1.0,0.3,0.06,MFFW,5fa714d5
Gavi,2024-2025,Barcelona,es La Liga,0.9,0.9,1.6,2.5,1.6,2.5,0.0999999999999999,0.0999999999999999,-0.6000000000000001,0.08,MFFW,19cae58d
Aitor Ruibal,2024-2025,Betis,es La Liga,0.9,0.9,2.4,3.3,2.4,3.3,0.0999999999999999,0.0999999999999999,0.6000000000000001,0.06,DFFW,a55d8df5
Antoniu,2024-2025,Espanyol,es La Liga,0.9,0.9,1.1,2.0,1.1,2.0,-0.9,-0.9,-0.1,0.09,FWMF,af784a9e
Leonardo Spinazzola,2024-2025,Napoli,it Serie A,0.8,0.8,3.5,4.3,3.5,4.3,0.1999999999999999,0.1999999999999999,-2.5,0.07,DFFW,3626daea
Antoine Hainaut,2024-2025,Parma,it Serie A,0.8,0.8,1.0,1.8,1.0,1.8,1.2,1.2,-1.0,0.14,DFFW,6503f220
Loïc Nego,2024-2025,Le Havre,fr Ligue 1,0.8,0.8,0.7,1.5,0.7,1.5,-0.8,-0.8,-0.7,0.07,DFFW,c3b6fa1e
Alejandro Jiménez,2024-2025,Milan,it Serie A,0.8,0.8,1.3,2.1,1.3,2.1,-0.8,-0.8,-0.3,0.06,DFFW,faa13947
Andrea Cambiaso,2024-2025,Juventus,it Serie A,0.7,0.7,2.6,3.3,2.6,3.3,1.3,1.3,0.3999999999999999,0.04,DFFW,247ed022
Manuel Fuster,2024-2025,Las Palmas,es La Liga,0.7,0.7,1.8,2.5,1.8,2.5,1.3,1.3,-0.8,0.04,FWMF,618f396a
Iván Sánchez,2024-2025,Valladolid,es La Liga,0.7,0.7,2.9,3.6,2.9,3.6,1.3,1.3,-1.9,0.04,MFFW,70107d4d
Lilian Raolisoa,2024-2025,Angers,fr Ligue 1,0.7,0.7,2.0,2.7,2.0,2.7,-0.7,-0.7,1.0,0.05,DFFW,79a793b7
Derrick Köhn,2024-2025,Werder Bremen,de Bundesliga,0.7,0.7,1.6,2.3,1.6,2.3,1.3,1.3,0.3999999999999999,0.06,DFFW,b735b590
Giuseppe Pezzella,2024-2025,Empoli,it Serie A,0.6,0.6,4.6,5.199999999999999,4.6,5.199999999999999,-0.6,-0.6,-1.5999999999999996,0.04,DFFW,149c5f5d
Alessandro Zanoli,2024-2025,Genoa,it Serie A,0.4,0.4,1.6,2.0,1.6,2.0,0.6,0.6,-1.6,0.04,FWDF,3b12b11f
Adrià Altimira,2024-2025,Leganés,es La Liga,0.3,0.3,0.5,0.8,0.5,0.8,-0.3,-0.3,-0.5,0.04,DFFW,757a3431
Christopher Operi,2024-2025,Le Havre,fr Ligue 1,0.3,0.3,2.2,2.5,2.2,2.5,-0.3,-0.3,-0.2000000000000001,0.04,DFFW,914bb955
Adama Boiro,2024-2025,Athletic Club,es La Liga,0.3,0.3,0.5,0.8,0.5,0.8,-0.3,-0.3,-0.5,0.05,DFFW,e7992f7b
Marvin,2024-2025,Las Palmas,es La Liga,0.2,0.2,1.1,1.3,1.1,1.3,-0.2,-0.2,-1.1,0.04,DFFW,efaefda0
